date,query,query_category,page,title,device,country,language,referrer,user_id,session_id,position,impressions,clicks,ctr,dwell_time_s,bounce,serp_features,is_brand
2025-06-23,pizza youtube,informational,https://blog.example.com/camhynfnx/njenml,Pizza Youtube | Pricing,desktop,IN,en,google_news,u_c16c3c19,s_d5f4e930,16,3,0,0.0,0,True,none,False
2025-06-23,pizza youtube,informational,https://www.example.com/mfhtcklcoj/ipjzim,Pizza Youtube – Reviews,mobile,DE,en-US,google_discover,u_fd6db471,s_1ba575a5,17,3,0,0.0,0,True,none,False
2025-06-23,price climate change,transactional,https://docs.example.com/naoggkw/lplecdg/evuwednnyr,Price Climate Change | Docs,desktop,GB,en,google_images,u_318e0e11,s_1a53804e,41,1,0,0.0,0,True,shopping,False
2025-06-23,price fpga,transactional,https://blog.example.com/dxndhwyxq,Price Fpga,desktop,IN,en,google_discover,u_673ecd6e,s_d356bdb0,19,1,0,0.0,0,True,video,False
2025-06-23,price fpga,transactional,https://www.example.com/ccfemcps/fczignhppk,Price Fpga | Docs,desktop,JP,en,google_discover,u_a9aa67a5,s_9174ae60,34,1,0,0.0,0,True,video,False
2025-06-23,price headphones,transactional,https://support.example.com/aboe/sepcni/ueii,Price Headphones | Docs,desktop,US,en,google_news,u_d805ca81,s_60bc9db2,50,6,0,0.0,0,True,none,False
2025-06-23,price pizza,transactional,https://support.example.com/xfbtqtdiy,Price Pizza – Ultimate Guide,desktop,BR,en,google_images,u_03f85201,s_c5061da3,6,4,1,0.25,87,False,localpack,False
2025-06-23,price pizza,transactional,https://blog.example.com/eljm/kzdidgzxam,Price Pizza | Docs,desktop,US,en,google_discover,u_7d661fff,s_a1d5cfb7,2,1,0,0.0,0,True,localpack,False
2025-06-23,price pizza,transactional,https://www.example.com/cpfsgpzx/hrwau/iddja,Price Pizza | Official Site,desktop,US,en-GB,google_discover,u_880dcf7e,s_e72d1ffd,7,7,3,0.4286,76,False,localpack,False
2025-06-23,price redis,transactional,https://shop.example.com/oxaitdlj/fzsnuzqsh,Price Redis – Ultimate Guide,mobile,GB,en,google_images,u_49ca9ef1,s_6f5aa4c9,37,4,0,0.0,0,True,faq,False
2025-06-23,price redis,transactional,https://shop.example.com/maombvl/orouzkipjm,Price Redis – Reviews,desktop,US,en,google,u_a3fdc9b4,s_0c625a12,34,3,0,0.0,0,True,faq,False
2025-06-23,price redis,transactional,https://shop.example.com/ojfswyc,Price Redis,desktop,CA,en,google_images,u_f05838bc,s_b57a1cd4,10,11,0,0.0,0,True,faq,False
2025-06-23,price redis,transactional,https://www.example.com/pffktmowdr,Price Redis | Pricing,mobile,US,en-US,google_discover,u_dde6afdf,s_9c4f6af7,13,5,0,0.0,0,True,faq,False
2025-06-23,price redis,transactional,https://shop.example.com/legpkrkxd/mhvonj/lkujscuxqc,Price Redis – Ultimate Guide,desktop,US,en,google_images,u_4c1964e3,s_ad2d065f,45,4,2,0.5,158,False,faq,False
2025-06-23,price redis,transactional,https://shop.example.com/rjfqihr,Price Redis | Docs,desktop,US,en,google_images,u_622cd7ae,s_88061a06,18,4,1,0.25,53,False,faq,False
2025-06-23,price redis,transactional,https://news.example.com/dcdiargloc/rfvcsqg,Price Redis | Pricing,desktop,US,en,google_discover,u_fd0ab057,s_247e5a17,15,3,0,0.0,0,True,faq,False
2025-06-23,price redis,transactional,https://www.example.com/fjrlk/eradzkwx,Price Redis | Pricing,mobile,US,en,google_discover,u_bdeda271,s_b04a5f1c,49,2,0,0.0,0,True,faq,False
2025-06-23,price redis,transactional,https://blog.example.com/flxgy/xvuuvw/stjda,Price Redis – Reviews,mobile,IN,en,google_discover,u_ff09a757,s_1e40544d,27,5,0,0.0,0,True,faq,False
2025-06-23,redis amazon,informational,https://www.example.com/tpea,Redis Amazon – Ultimate Guide,desktop,JP,en,google_news,u_f8592845,s_b84d9bd6,28,13,2,0.1538,148,False,localpack,False
2025-06-23,redis amazon,informational,https://shop.example.com/mouqj/yyhhfij,Redis Amazon | Pricing,desktop,GB,en,google_discover,u_20f55c65,s_4ad4035c,27,5,2,0.4,93,False,localpack,False
2025-06-23,redis amazon,informational,https://www.example.com/kiosp/fqlrpuh,Redis Amazon | Docs,mobile,AU,en,google_news,u_b35ed91c,s_1b684f6f,22,8,2,0.25,152,False,localpack,False
2025-06-23,redis amazon,informational,https://shop.example.com/hnme,Redis Amazon,desktop,US,en,google_discover,u_b88e7b28,s_ce379b78,35,2,0,0.0,0,True,localpack,False
2025-06-23,redis amazon,informational,https://shop.example.com/xnlhgcowq,Redis Amazon,mobile,DE,en-US,google_news,u_f3937f49,s_f61779be,18,7,1,0.1429,102,False,localpack,False
2025-06-23,redis near me,local,https://www.example.com/yjsys,Redis Near Me | Official Site,desktop,US,de,google_images,u_8588c4ce,s_1629cf16,18,2,1,0.5,67,False,video,False
2025-06-23,redis youtube,informational,https://support.example.com/tusmqok,Redis Youtube | Official Site,mobile,US,en,google_images,u_4afc249f,s_246438af,24,4,0,0.0,0,True,sitelinks,False
2025-06-23,redis youtube,informational,https://blog.example.com/isaplj/kcnbncv/ndxiao,Redis Youtube – Ultimate Guide,desktop,CA,en,google_discover,u_2fd7f636,s_f4475c25,17,3,0,0.0,0,True,sitelinks,False
2025-06-23,ssd amazon,informational,https://www.example.com/jddxo,Ssd Amazon | Docs,desktop,US,en,google_discover,u_a093d458,s_785e0d61,48,1,0,0.0,0,True,video,False
2025-06-23,ssd bank,informational,https://news.example.com/mqwithraz/lgyzspgmb/joxvnujpbq,Ssd Bank,desktop,US,en,google,u_bb3fc129,s_3e82849b,49,3,0,0.0,0,True,none,False
2025-06-23,ssd directions,local,https://www.example.com/nryjrkfusm,Ssd Directions | Pricing,desktop,US,en,google_news,u_6f02899f,s_091df832,39,2,0,0.0,0,True,localpack,False
2025-06-23,ssd directions,local,https://news.example.com/cyqsaspzpm/lavpobw,Ssd Directions | Pricing,desktop,FR,en,google_discover,u_c97d8aa5,s_a1934873,24,2,0,0.0,0,True,localpack,False
2025-06-23,ssd directions,local,https://blog.example.com/bgdxpvpmm/trugvkz,Ssd Directions | Official Site,mobile,US,en-GB,google_discover,u_234a6fd2,s_a9d61a48,33,2,0,0.0,0,True,localpack,False
2025-06-23,tutorial c++,informational,https://blog.example.com/ccbchywy/rkckckoape/gyyrdn,Tutorial C++ – Reviews,tablet,US,en,google_discover,u_fca8b682,s_bd11ad61,16,1,0,0.0,0,True,shopping,False
2025-06-23,tutorial fpga,informational,https://blog.example.com/hzqjoekzy,Tutorial Fpga | Docs,desktop,BR,en,google_discover,u_249fef27,s_dcf91b7e,26,6,1,0.1667,123,False,shopping,False
2025-06-23,tutorial fpga,informational,https://support.example.com/rpmvumhoid/xnxvazsmue/rzusxotqg,Tutorial Fpga | Pricing,desktop,CA,en,google_images,u_8f0ed7f0,s_44f4d14c,2,8,4,0.5,109,False,shopping,False
2025-06-23,tutorial fpga,informational,https://docs.example.com/enfekcltby/ceids,Tutorial Fpga,mobile,US,en,google_news,u_d373a522,s_38844c49,42,2,0,0.0,0,True,shopping,False
2025-06-23,tutorial fpga,informational,https://support.example.com/gqqanwkll/hpbwch,Tutorial Fpga | Pricing,desktop,DE,en-GB,google,u_65d61a3f,s_fe047c39,17,1,0,0.0,0,True,shopping,False
2025-06-23,tutorial laptop,informational,https://shop.example.com/wqaqqriezc/ygapvmh/yeoxljwd,Tutorial Laptop | Official Site,mobile,IN,en,google_discover,u_4609124b,s_656713e2,7,4,1,0.25,78,False,shopping,False
2025-06-23,tutorial redis,informational,https://support.example.com/frpoemv,Tutorial Redis – Ultimate Guide,desktop,IN,en,google_discover,u_8e2aee98,s_73457d76,42,2,0,0.0,0,True,faq,False
2025-06-23,tutorial ssd,informational,https://www.example.com/gahrt/agwqwvlg,Tutorial Ssd | Official Site,desktop,IN,en-GB,google_discover,u_af45f154,s_337cf97f,2,3,0,0.0,0,True,shopping,False
2025-06-23,what is c++,informational,https://blog.example.com/bemxus,What Is C++,tablet,US,en-US,google_news,u_5f2c6202,s_2c1d53fd,11,2,1,0.5,109,False,news,False
2025-06-23,what is climate change,informational,https://blog.example.com/vacenqsck/udovwoeqp/hkfkjm,What Is Climate Change | Official Site,desktop,JP,en-US,google_discover,u_ed5baa5f,s_7e34eb2b,18,3,0,0.0,0,True,news,False
2025-06-23,what is python,informational,https://shop.example.com/gnbwrd,What Is Python – Reviews,mobile,US,fr,google_images,u_4c838da4,s_4942f370,31,5,2,0.4,127,False,shopping,False
2025-06-23,what is redis,informational,https://docs.example.com/ozto/daaswvzc/jtrivwqme,What Is Redis – Reviews,mobile,DE,en,google_discover,u_29bd3834,s_bd054955,33,3,0,0.0,0,True,video,False
2025-06-23,wikipedia,informational,https://support.example.com/qcgpcub/vxom/sstsuvheyx,Wikipedia – Ultimate Guide,mobile,US,en,google_images,u_1b810ca1,s_1119a5c5,31,6,1,0.1667,133,False,image,False
2025-06-23,wikipedia,informational,https://support.example.com/etcdhsl,Wikipedia – Ultimate Guide,desktop,IN,en,google,u_893677f3,s_dbb6ba35,34,3,0,0.0,0,True,image,False
2025-06-24,amazon,informational,https://blog.example.com/kgyqeyw/ntyd,Amazon | Official Site,mobile,US,en,google_images,u_a2c2c422,s_09a826fd,36,6,1,0.1667,101,False,image,False
2025-06-24,benefits of climate change,informational,https://shop.example.com/vncy/mnrodaedzi,Benefits Of Climate Change | Pricing,desktop,US,en-US,google_discover,u_052726c1,s_f986b8a3,8,1,0,0.0,0,True,none,False
2025-06-24,benefits of coffee,informational,https://support.example.com/zuyubcpb/jjjlvz,Benefits Of Coffee – Reviews,desktop,DE,en,google_discover,u_f0f39cf9,s_0b13d998,36,1,0,0.0,0,True,shopping,False
2025-06-24,benefits of headphones,informational,https://docs.example.com/cobhocxdqc,Benefits Of Headphones | Docs,desktop,BR,en,google_images,u_37af86e5,s_d4a4d425,7,1,1,1.0,94,False,news,False
2025-06-24,benefits of laptop,informational,https://blog.example.com/lvpwkr/jbqaf/loljcp,Benefits Of Laptop | Official Site,desktop,US,en,google_news,u_b33ac019,s_59bc8a52,8,1,0,0.0,0,True,image,False
2025-06-24,benefits of laptop,informational,https://news.example.com/qvkkzdzpuo/gomb/ixkjdqk,Benefits Of Laptop | Docs,desktop,DE,en,google_discover,u_53c12971,s_04217dcc,18,3,1,0.3333,88,False,image,False
2025-06-24,benefits of laptop,informational,https://www.example.com/oyinxe/pqmignp/pdavqwjdo,Benefits Of Laptop,mobile,US,en,google_images,u_8dafb950,s_7979a305,2,5,2,0.4,81,False,image,False
2025-06-24,benefits of laptop,informational,https://docs.example.com/wjdvghzue,Benefits Of Laptop,tablet,IN,en-GB,google_images,u_c69bade5,s_948492f2,35,1,0,0.0,0,True,image,False
2025-06-24,best credit card,informational,https://shop.example.com/ybdb,Best Credit Card,desktop,IN,en,google_images,u_3e7b214e,s_74d6402d,12,1,0,0.0,0,True,faq,False
2025-06-24,best ssd,informational,https://support.example.com/gnwwvzjyp,Best Ssd | Official Site,mobile,CA,en,google_discover,u_3f84806d,s_96531675,3,1,0,0.0,0,True,sitelinks,False
2025-06-24,best ssd,informational,https://docs.example.com/lfpzw/plmqoo,Best Ssd – Ultimate Guide,desktop,US,en,google_discover,u_2f58f285,s_cecdbd7e,11,1,0,0.0,0,True,sitelinks,False
2025-06-24,best way to c++,informational,https://news.example.com/bgbelfonzu,Best Way To C++,desktop,GB,en-GB,google_discover,u_8a181aff,s_63218629,16,1,0,0.0,0,True,faq,False
2025-06-24,best way to c++,informational,https://shop.example.com/gvftxqfp/azkvc,Best Way To C++ | Official Site,mobile,US,en,google_news,u_644f9ab0,s_a8e4b9fe,12,7,2,0.2857,81,False,faq,False
2025-06-24,best way to climate change,informational,https://docs.example.com/atrfgfb/gqdaw/gbhjbmew,Best Way To Climate Change – Reviews,mobile,US,en-US,google_discover,u_81b6d3e1,s_b1e5417d,18,2,0,0.0,0,True,none,False
2025-06-24,best way to climate change,informational,https://blog.example.com/sybdwmfxib/mfvgwiib,Best Way To Climate Change | Official Site,mobile,CA,en,google_news,u_dc4fd4e5,s_8f6c2053,31,9,2,0.2222,84,False,none,False
2025-06-24,best way to climate change,informational,https://news.example.com/rjukibcdtd/dcmpfivixn,Best Way To Climate Change – Reviews,mobile,GB,en,google_discover,u_a24431a8,s_418be179,50,11,0,0.0,0,True,none,False
2025-06-24,best way to climate change,informational,https://blog.example.com/iydyzoi/hsuwysbxna/kbnvqe,Best Way To Climate Change – Reviews,mobile,IN,en,google_images,u_219938a3,s_acde306e,31,5,0,0.0,0,True,none,False
2025-06-24,best way to climate change,informational,https://blog.example.com/euqykvlc,Best Way To Climate Change – Reviews,mobile,IN,en-US,google_images,u_501ed7ef,s_5c074a22,17,1,0,0.0,0,True,none,False
2025-06-24,best way to climate change,informational,https://support.example.com/bynemuksoa/hrexr/knshibiqa,Best Way To Climate Change | Official Site,desktop,DE,en,google_news,u_7501c791,s_952fe23b,4,6,1,0.1667,99,False,none,False
2025-06-24,best way to climate change,informational,https://www.example.com/lusiiwe/yxjrafsft/epgcq,Best Way To Climate Change – Ultimate Guide,desktop,US,en,google_images,u_df84cbec,s_767367e5,1,5,2,0.4,76,False,none,False
2025-06-24,best way to climate change,informational,https://shop.example.com/rtxqfgs/ajxj/gsea,Best Way To Climate Change | Docs,mobile,US,en,google_discover,u_2d6117a5,s_2c754f4e,11,7,0,0.0,0,True,none,False
2025-06-24,best way to climate change,informational,https://blog.example.com/uizfs/nialnoxvj/oroftqd,Best Way To Climate Change – Ultimate Guide,desktop,CA,en,google_news,u_74bc0b22,s_8d51579e,10,3,2,0.6667,74,False,none,False
2025-06-24,best way to climate change,informational,https://docs.example.com/oelnrn/zrfu,Best Way To Climate Change – Ultimate Guide,desktop,AU,en,google,u_310bf116,s_f7003f1f,4,1,0,0.0,0,True,none,False
2025-06-24,best way to climate change,informational,https://news.example.com/albpmpq/aphu/pzbwlwfgjy,Best Way To Climate Change – Reviews,mobile,US,en-US,google_news,u_d2dd71ac,s_1f12726d,12,1,0,0.0,0,True,none,False
2025-06-24,best way to climate change,informational,https://shop.example.com/kvgudhnit/uznliwbyu/fnofl,Best Way To Climate Change | Pricing,desktop,GB,en-GB,google_images,u_d13972e3,s_8ca99317,4,3,2,0.6667,63,False,none,False
2025-06-24,best way to climate change,informational,https://docs.example.com/jnnbbkxxrl/ovludqa/xugye,Best Way To Climate Change,desktop,IN,en,google_discover,u_210ecdf3,s_1c4ade22,11,5,1,0.2,94,False,none,False
2025-06-24,best way to climate change,informational,https://shop.example.com/kxqzg,Best Way To Climate Change | Official Site,mobile,US,en,google_discover,u_2733f8af,s_b4c856de,9,1,0,0.0,0,True,none,False
2025-06-24,best way to climate change,informational,https://docs.example.com/fkmqcrtw/cnife/owkjev,Best Way To Climate Change | Official Site,tablet,CA,en,google_images,u_6cd3725b,s_48b16230,23,15,3,0.2,106,False,none,False
2025-06-24,best way to climate change,informational,https://blog.example.com/jvql/ubenpnbo,Best Way To Climate Change – Reviews,mobile,FR,en,google_discover,u_c71d92ab,s_5ab70a7f,28,3,0,0.0,0,True,none,False
2025-06-24,best way to climate change,informational,https://docs.example.com/htes/vhnsjizfw/zeauxef,Best Way To Climate Change | Docs,desktop,US,en,google,u_35b84cd5,s_205eae3b,27,3,0,0.0,0,True,none,False
2025-06-24,best way to climate change,informational,https://docs.example.com/soiu,Best Way To Climate Change – Ultimate Guide,desktop,US,en,google_discover,u_6c871870,s_a49a505c,1,7,3,0.4286,91,False,none,False
2025-06-24,best way to climate change,informational,https://blog.example.com/ovzcja,Best Way To Climate Change | Docs,desktop,CA,en,google,u_18da1961,s_5ef35e3e,1,1,0,0.0,0,True,none,False
2025-06-24,best way to coffee,informational,https://blog.example.com/eublz/xfcxkrf/qhwd,Best Way To Coffee | Docs,desktop,IN,en,google_discover,u_3ea7d7cb,s_ef7eeab6,30,1,0,0.0,0,True,faq,False
2025-06-24,best way to coffee,informational,https://news.example.com/dmio/pzoxfyedt/prrr,Best Way To Coffee | Pricing,desktop,IN,en,google_discover,u_0f6b2b50,s_1c0a88b3,20,2,0,0.0,0,True,faq,False
2025-06-24,best way to coffee,informational,https://shop.example.com/ftvvkix,Best Way To Coffee – Ultimate Guide,desktop,JP,en-US,google_images,u_fb8c25ca,s_8719651d,16,3,0,0.0,0,True,faq,False
2025-06-24,best way to coffee,informational,https://support.example.com/fnmw/cupczj,Best Way To Coffee,mobile,GB,en,google_news,u_1e159a4a,s_47994d0b,6,1,1,1.0,95,False,faq,False
2025-06-24,best way to coffee,informational,https://blog.example.com/emwp/arhedrjovp/zmubevqlgz,Best Way To Coffee – Reviews,mobile,JP,pt,google_discover,u_30fcf4b8,s_465689e7,4,2,0,0.0,0,True,faq,False
2025-06-24,best way to coffee,informational,https://www.example.com/omteollr/gwwyeextv,Best Way To Coffee | Official Site,mobile,US,en,google_images,u_85117579,s_db5b0efc,28,4,0,0.0,0,True,faq,False
2025-06-24,best way to coffee,informational,https://blog.example.com/alxwuzeii/uhykmv/cqdwerd,Best Way To Coffee | Docs,desktop,US,en,google_news,u_c45593ad,s_1c0fdbac,10,5,1,0.2,79,False,faq,False
2025-06-24,best way to laptop,informational,https://blog.example.com/kyqnsjt/kallwp,Best Way To Laptop | Docs,desktop,BR,en,google_news,u_1195fa73,s_56ac4604,20,2,0,0.0,0,True,image,False
2025-06-24,best way to laptop,informational,https://www.example.com/ydefbzmq,Best Way To Laptop | Pricing,desktop,US,en,google_images,u_21ccbd74,s_4f537574,43,4,0,0.0,0,True,image,False
2025-06-24,best way to laptop,informational,https://docs.example.com/jdwwdhq,Best Way To Laptop – Reviews,desktop,GB,en,google,u_42f1ee8b,s_3ee6d0ab,33,9,1,0.1111,155,False,image,False
2025-06-24,best way to laptop,informational,https://support.example.com/yaplqztg/qstd,Best Way To Laptop | Docs,mobile,JP,en-GB,google_images,u_579bea35,s_af2800fa,3,7,2,0.2857,95,False,image,False
2025-06-24,best way to laptop,informational,https://www.example.com/phyi/plnul/zxatfz,Best Way To Laptop | Pricing,mobile,IN,en-GB,google_images,u_b748e9c6,s_bfbb76c1,3,4,2,0.5,68,False,image,False
2025-06-24,best way to laptop,informational,https://www.example.com/ldcpbdyae/zgeiqyeuy,Best Way To Laptop | Pricing,desktop,US,en,google_discover,u_dc1d23c8,s_e72b7b21,30,1,0,0.0,0,True,image,False
2025-06-24,best way to laptop,informational,https://blog.example.com/isbbepxpxg/zgzf/adnpouple,Best Way To Laptop – Ultimate Guide,desktop,US,en,google,u_9d398d01,s_688a5116,11,5,0,0.0,0,True,image,False
2025-06-24,best way to laptop,informational,https://shop.example.com/oaxsg/ttbr/hgjqttvhvq,Best Way To Laptop | Pricing,mobile,US,en,google_news,u_0ba6e541,s_33b6b968,19,2,1,0.5,120,False,image,False
2025-06-24,best way to laptop,informational,https://support.example.com/jvdhnajwog,Best Way To Laptop | Docs,desktop,US,en-US,google_images,u_3a1dcc53,s_fbcd3cac,25,5,0,0.0,0,True,image,False
2025-06-24,best way to laptop,informational,https://shop.example.com/uevk/axfmbpgtva/xwlai,Best Way To Laptop,desktop,US,en,google,u_00d77d1b,s_429e47af,3,2,1,0.5,83,False,image,False
2025-06-24,best way to laptop,informational,https://shop.example.com/fffvwf/gmkjjiyk,Best Way To Laptop – Ultimate Guide,mobile,BR,en,google,u_6b341984,s_06226b20,30,6,1,0.1667,123,True,image,False
2025-06-24,best way to laptop,informational,https://shop.example.com/unwoob/wsaqrwlub,Best Way To Laptop | Official Site,tablet,AU,en,google_images,u_83589a11,s_3ee6cba6,24,7,2,0.2857,129,False,image,False
